event_unique_id,division,occurrencedate,reporteddate,premisetype,occurrencehour,mci_category,neighbourhood
GO-2022100073,D55,2022-01-13 5:00,2022-01-16 5:00,Commercial,15,Assault,South Riverdale
GO-2022100123,D32,2022-01-16 5:00,2022-01-16 5:00,Other,11,Assault,Downsview-Roding-CFB
GO-2022100230,D32,2022-01-16 5:00,2022-01-16 5:00,Commercial,4,Break and Enter,Clanton Park
GO-2022100329,D52,2022-01-12 5:00,2022-01-17 5:00,Outside,4,Assault,Waterfront Communities-The Island
GO-2022100541,D32,2022-01-14 5:00,2022-01-16 5:00,Apartment,15,Assault,Newtonbrook West
GO-2022100772,D14,2022-01-16 5:00,2022-01-16 5:00,House,13,Assault,South Parkdale
GO-2022100992,D31,2022-01-16 5:00,2022-01-16 5:00,Outside,14,Assault,Downsview-Roding-CFB
GO-2022101408,D14,2022-01-16 5:00,2022-01-16 5:00,Transit,15,Assault,Dovercourt-Wallace Emerson-Junction
GO-2022101521,D41,2022-01-16 5:00,2022-01-16 5:00,Transit,15,Robbery,Clairlea-Birchmount
GO-2022101698,D33,2022-01-16 5:00,2022-01-16 5:00,Apartment,16,Assault,Parkwoods-Donalda
GO-2022101876,D14,2022-01-16 5:00,2022-01-16 5:00,Apartment,16,Assault,Kensington-Chinatown
GO-20221019,D52,2022-01-01 5:00,2022-01-01 5:00,Apartment,3,Assault,Kensington-Chinatown
GO-2022102021,D52,2022-01-16 5:00,2022-01-16 5:00,Transit,16,Assault,Bay Street Corridor
GO-2022102170,D54,2022-01-16 5:00,2022-01-16 5:00,House,17,Assault,Woodbine-Lumsden
GO-2022102585,D14,2022-01-16 5:00,2022-01-16 5:00,Apartment,18,Assault,Waterfront Communities-The Island
GO-2022102695,D32,2022-01-08 5:00,2022-01-16 5:00,House,0,Break and Enter,Newtonbrook East
GO-2022102803,D13,2022-01-16 5:00,2022-01-16 5:00,Apartment,19,Assault,Wychwood
GO-2022102818,D13,2022-01-16 5:00,2022-01-16 5:00,Outside,19,Robbery,Yorkdale-Glen Park
GO-202210286,D51,2022-01-02 5:00,2022-01-02 5:00,Apartment,18,Assault,North St.James Town
GO-2022102874,D13,2022-01-16 5:00,2022-01-16 5:00,Other,18,Assault,Yorkdale-Glen Park
GO-2022102905,D52,2022-01-16 5:00,2022-01-16 5:00,Transit,19,Assault,Bay Street Corridor
GO-2022102983,D31,2022-01-15 5:00,2022-01-16 5:00,Apartment,21,Break and Enter,York University Heights
GO-2022103028,D23,2022-01-16 5:00,2022-01-16 5:00,House,19,Assault,Mount Olive-Silverstone-Jamestown
GO-202210304,D32,2021-12-28 5:00,2022-01-02 5:00,Transit,7,Assault,Bridle Path-Sunnybrook-York Mills
GO-2022103070,D54,2022-01-16 5:00,2022-01-16 5:00,Apartment,20,Assault,Taylor-Massey
GO-2022103072,D53,2022-01-16 5:00,2022-01-16 5:00,Transit,19,Robbery,Rosedale-Moore Park
GO-2022103388,D41,2022-01-16 5:00,2022-01-16 5:00,Other,21,Assault,Clairlea-Birchmount
GO-2022103406,D51,2022-01-16 5:00,2022-01-16 5:00,Apartment,21,Assault,Waterfront Communities-The Island
GO-2022103538,D14,2022-01-16 5:00,2022-01-16 5:00,Outside,21,Sexual Violation,Waterfront Communities-The Island
GO-2022103610,D23,2022-01-16 5:00,2022-01-16 5:00,Commercial,22,Robbery,Rexdale-Kipling
GO-2022103694,D42,2022-01-16 5:00,2022-01-16 5:00,Apartment,22,Assault,Rouge
GO-2022103779,D55,2022-01-16 5:00,2022-01-16 5:00,Commercial,23,Assault,North Riverdale
GO-2022104004,D53,2022-01-17 5:00,2022-01-17 5:00,Transit,0,Assault,Annex
GO-202210417,D32,2020-03-08 5:00,2022-01-02 5:00,Apartment,0,Assault,Newtonbrook West
GO-2022104359,D43,2022-01-16 5:00,2022-01-17 5:00,Apartment,20,Assault,Woburn
GO-2022104436,D43,2022-01-17 5:00,2022-01-17 5:00,House,3,Assault,West Hill
GO-202210464,D52,2022-01-02 5:00,2022-01-02 5:00,Transit,19,Assault,Waterfront Communities-The Island
GO-202210546,D13,2021-12-24 5:00,2022-01-02 5:00,House,12,Assault,Caledonia-Fairbank
GO-202210552,D53,2022-01-02 5:00,2022-01-02 5:00,Commercial,19,Break and Enter,Yonge-St.Clair
GO-202210575,D52,2021-12-28 5:00,2022-01-02 5:00,Commercial,18,Assault,Waterfront Communities-The Island
GO-2022105867,D13,2022-01-17 5:00,2022-01-17 5:00,Apartment,9,Assault,Dovercourt-Wallace Emerson-Junction
GO-2022106057,D31,2022-01-16 5:00,2022-01-17 5:00,Apartment,18,Assault,York University Heights
GO-2022106253,D33,2018-01-01 5:00,2022-01-17 5:00,Other,12,Sexual Violation,Don Valley Village
GO-2022106537,D22,2021-07-01 5:00,2022-01-17 5:00,Apartment,0,Sexual Violation,Etobicoke West Mall
GO-202210672,D43,2022-01-02 5:00,2022-01-03 5:00,Commercial,16,Assault,Eglinton East
GO-2022107080,D23,2022-01-17 5:00,2022-01-17 5:00,Commercial,12,Assault,West Humber-Clairville
GO-2022107144,D13,2022-01-17 5:00,2022-01-17 5:00,Outside,12,Assault,Wychwood
GO-2022107209,D53,2022-01-17 5:00,2022-01-17 5:00,Transit,12,Break and Enter,Mount Pleasant West
GO-2022107394,D52,2022-01-17 5:00,2022-01-17 5:00,Apartment,13,Assault,Bay Street Corridor
GO-2022107496,D14,2021-11-25 5:00,2022-01-17 5:00,Apartment,12,Break and Enter,Waterfront Communities-The Island
GO-2022107534,D14,2022-01-17 5:00,2022-01-17 5:00,Outside,13,Assault,Kensington-Chinatown
GO-202210771,D41,2022-01-02 5:00,2022-01-02 5:00,Commercial,20,Assault,Clairlea-Birchmount
GO-2022107977,D14,2022-01-17 5:00,2022-01-17 5:00,Other,12,Assault,Dovercourt-Wallace Emerson-Junction
GO-2022107997,D32,2022-01-17 5:00,2022-01-17 5:00,Transit,14,Assault,Lawrence Park North
GO-2022108003,D43,2021-12-14 5:00,2022-01-17 5:00,House,14,Assault,Highland Creek
GO-2022108005,D11,2022-01-17 5:00,2022-01-17 5:00,Apartment,14,Assault,Lambton Baby Point
GO-202210808,D22,2021-12-01 5:00,2022-01-02 5:00,Apartment,12,Assault,Islington-City Centre West
GO-2022108143,D22,2022-01-17 5:00,2022-01-17 5:00,Apartment,15,Assault,Mimico includes Humber Bay Shores
GO-2022108231,D51,2022-01-17 5:00,2022-01-17 5:00,Other,14,Break and Enter,Waterfront Communities-The Island
GO-2022108644,D32,2022-01-17 5:00,2022-01-17 5:00,Apartment,16,Assault,Downsview-Roding-CFB
GO-2022108746,D32,2022-01-17 5:00,2022-01-17 5:00,Transit,16,Assault,Bedford Park-Nortown
GO-2022108774,D14,2022-01-17 5:00,2022-01-17 5:00,Commercial,16,Assault,Waterfront Communities-The Island
GO-2022108931,D53,2022-01-17 5:00,2022-01-17 5:00,Apartment,17,Assault,Leaside-Bennington
GO-2022109238,D33,2022-01-17 5:00,2022-01-17 5:00,Apartment,18,Assault,Victoria Village
GO-2022109303,D43,2022-01-17 5:00,2022-01-17 5:00,Apartment,18,Sexual Violation,Scarborough Village
GO-2022109395,D43,2022-01-17 5:00,2022-01-17 5:00,Other,13,Assault,Bendale
GO-2022109445,D13,2022-01-17 5:00,2022-01-17 5:00,Apartment,18,Assault,Englemount-Lawrence
GO-2022109479,D52,2022-01-17 5:00,2022-01-17 5:00,Apartment,19,Assault,Kensington-Chinatown
GO-2022109494,D43,2022-01-17 5:00,2022-01-17 5:00,House,18,Assault,Highland Creek
GO-2022109628,D23,2021-11-02 5:00,2022-01-17 5:00,House,20,Assault,West Humber-Clairville
GO-2022109665,D42,2022-01-17 5:00,2022-01-17 5:00,Other,17,Assault,LAmoreaux
GO-2022109674,D14,2022-01-17 5:00,2022-01-17 5:00,Apartment,19,Assault,Palmerston-Little Italy
GO-2022109770,D11,2022-01-17 5:00,2022-01-17 5:00,House,20,Break and Enter,High Park-Swansea
GO-202210985,D23,2022-01-02 5:00,2022-01-02 5:00,Apartment,21,Assault,West Humber-Clairville
GO-2022109985,D42,2022-01-17 5:00,2022-01-17 5:00,Outside,20,Assault,Rouge
GO-2022109992,D41,2022-01-17 5:00,2022-01-17 5:00,Transit,20,Assault,Clairlea-Birchmount
GO-2022110008,D23,2022-01-17 5:00,2022-01-17 5:00,Outside,21,Assault,West Humber-Clairville
GO-2022110037,D53,2022-01-14 5:00,2022-01-18 5:00,Apartment,7,Assault,Mount Pleasant West
GO-2022110084,D43,2022-01-17 5:00,2022-01-17 5:00,Apartment,21,Robbery,Woburn
GO-2022110116,D53,2022-01-17 5:00,2022-01-17 5:00,Apartment,21,Assault,Mount Pleasant West
GO-2022110116,D53,2022-01-17 5:00,2022-01-17 5:00,Apartment,21,Robbery,Mount Pleasant West
GO-2022110138,D33,2022-01-17 5:00,2022-01-17 5:00,Apartment,21,Assault,Banbury-Don Mills
GO-2022110143,D22,2022-01-15 5:00,2022-01-17 5:00,House,0,Break and Enter,Stonegate-Queensway
GO-2022110229,D52,2022-01-17 5:00,2022-01-17 5:00,Apartment,21,Assault,Waterfront Communities-The Island
GO-2022110238,D51,2022-01-17 5:00,2022-01-17 5:00,Commercial,22,Break and Enter,Waterfront Communities-The Island
GO-2022110451,D14,2022-01-17 5:00,2022-01-17 5:00,Apartment,23,Break and Enter,South Parkdale
GO-2022110482,D22,2022-01-17 5:00,2022-01-23 5:00,Transit,23,Assault,Islington-City Centre West
GO-2022110513,D52,2022-01-17 5:00,2022-01-17 5:00,Commercial,22,Break and Enter,Bay Street Corridor
GO-2022110628,D32,2022-01-18 5:00,2022-01-18 5:00,Other,0,Assault,Newtonbrook West
GO-2022110886,D42,2022-01-18 5:00,2022-01-18 5:00,Commercial,1,Break and Enter,Steeles
GO-2022110910,D52,2022-01-18 5:00,2022-01-18 5:00,House,2,Break and Enter,Kensington-Chinatown
GO-2022110915,D41,2022-01-18 5:00,2022-01-18 5:00,Commercial,2,Break and Enter,Oakridge
GO-2022110966,D31,2022-01-18 5:00,2022-01-18 5:00,Outside,2,Assault,Downsview-Roding-CFB
GO-20221110,D51,2022-01-01 5:00,2022-01-01 5:00,Outside,3,Sexual Violation,Moss Park
GO-2022111090,D13,2022-01-18 5:00,2022-01-18 5:00,Apartment,3,Assault,Briar Hill-Belgravia
GO-2022111103,D41,2022-01-18 5:00,2022-01-18 5:00,Commercial,3,Break and Enter,Oakridge
GO-2022111190,D42,2022-01-18 5:00,2022-01-18 5:00,Other,4,Assault,Agincourt South-Malvern West
GO-2022111307,D52,2022-01-18 5:00,2022-01-18 5:00,Outside,1,Robbery,Waterfront Communities-The Island
GO-2022111419,D43,2022-01-18 5:00,2022-01-18 5:00,Commercial,0,Break and Enter,Woburn
GO-2022111676,D51,2022-01-15 5:00,2022-01-18 5:00,Transit,0,Assault,Church-Yonge Corridor
GO-2022111774,D53,2022-01-18 5:00,2022-01-18 5:00,Apartment,5,Assault,Mount Pleasant West
GO-2022111846,D32,2022-01-18 5:00,2022-01-18 5:00,House,8,Assault,Newtonbrook East
GO-2022111903,D33,2022-01-18 5:00,2022-01-18 5:00,Commercial,1,Break and Enter,Banbury-Don Mills
GO-2022111934,D14,2022-01-18 5:00,2022-01-18 5:00,Commercial,8,Assault,Waterfront Communities-The Island
GO-2022111948,D14,2022-01-16 5:00,2022-01-18 5:00,Outside,21,Sexual Violation,Niagara
GO-202211199,D14,2022-01-01 5:00,2022-01-02 5:00,Outside,23,Assault,Waterfront Communities-The Island
GO-2022112161,D52,2021-12-15 5:00,2022-01-18 5:00,Other,22,Assault,Kensington-Chinatown
GO-2022112186,D14,2022-01-16 5:00,2022-01-18 5:00,Transit,23,Assault,Waterfront Communities-The Island
GO-2022112210,D52,2022-01-16 5:00,2022-01-18 5:00,Commercial,17,Break and Enter,Waterfront Communities-The Island
GO-202211239,D22,2022-01-02 5:00,2022-01-02 5:00,Commercial,22,Break and Enter,Mimico includes Humber Bay Shores
GO-2022112429,D52,2022-01-16 5:00,2022-01-18 5:00,Commercial,11,Break and Enter,Waterfront Communities-The Island
GO-2022112682,D31,2022-01-06 5:00,2022-01-18 5:00,Apartment,2,Break and Enter,Downsview-Roding-CFB
GO-20221127,D14,2021-12-31 5:00,2022-01-01 5:00,Apartment,2,Sexual Violation,Niagara
GO-2022112802,D31,2022-01-18 5:00,2022-01-18 5:00,Commercial,2,Break and Enter,Downsview-Roding-CFB
GO-2022112821,D43,2020-06-02 5:00,2022-01-18 5:00,Apartment,0,Assault,Scarborough Village
GO-2022112960,D13,2022-01-18 5:00,2022-01-18 5:00,Transit,10,Sexual Violation,Casa Loma
GO-2022113028,D31,2020-06-08 5:00,2022-01-04 5:00,Apartment,12,Assault,Downsview-Roding-CFB
GO-2022113222,D23,2022-01-18 5:00,2022-01-18 5:00,Other,11,Assault,Thistletown-Beaumond Heights
GO-2022113312,D53,2022-01-17 5:00,2022-01-18 5:00,Commercial,17,Break and Enter,Rosedale-Moore Park
GO-2022113410,D22,2022-01-18 5:00,2022-01-18 5:00,Apartment,12,Sexual Violation,Long Branch
GO-2022113514,D31,2022-01-18 5:00,2022-01-18 5:00,House,12,Assault,Glenfield-Jane Heights
GO-202211360,D53,2021-12-26 5:00,2022-01-01 5:00,Commercial,14,Sexual Violation,Annex
GO-2022113710,D52,2022-01-14 5:00,2022-01-18 5:00,Commercial,0,Break and Enter,Bay Street Corridor
GO-2022113872,D41,2022-01-18 5:00,2022-01-18 5:00,Other,13,Assault,Clairlea-Birchmount
GO-2022114090,D14,2021-12-22 5:00,2022-01-18 5:00,Apartment,10,Break and Enter,Waterfront Communities-The Island
GO-2022114169,D11,2022-01-18 5:00,2022-01-18 5:00,Commercial,13,Assault,Junction Area
GO-2022114174,D33,2022-01-17 5:00,2022-01-18 5:00,Other,16,Assault,Bayview Woods-Steeles
GO-2022114254,D51,2022-01-14 5:00,2022-01-18 5:00,Commercial,19,Break and Enter,Church-Yonge Corridor
GO-202211434,D53,2022-01-02 5:00,2022-01-02 5:00,Apartment,23,Break and Enter,Mount Pleasant West
GO-2022114471,D31,2022-01-17 5:00,2022-01-18 5:00,Apartment,19,Assault,York University Heights
GO-2022114517,D51,2022-01-11 5:00,2022-01-18 5:00,Apartment,11,Assault,North St.James Town
GO-2022114556,D55,2022-01-17 5:00,2022-01-18 5:00,Commercial,6,Break and Enter,East End-Danforth
GO-2022114676,D42,2022-01-18 5:00,2022-01-18 5:00,Outside,15,Assault,Malvern
GO-2022114770,D33,2022-01-18 5:00,2022-01-18 5:00,House,15,Assault,Don Valley Village
GO-2022114829,D11,2021-11-21 5:00,2022-01-18 5:00,Apartment,15,Assault,Weston-Pellam Park
GO-2022115061,D13,2022-01-18 5:00,2022-01-18 5:00,Outside,16,Assault,Oakwood Village
GO-2022115520,D14,2022-01-18 5:00,2022-01-18 5:00,Transit,17,Sexual Violation,University
GO-2022115767,D54,2022-01-18 5:00,2022-01-18 5:00,Other,18,Robbery,OConnor-Parkview
GO-2022115775,D43,2022-01-18 5:00,2022-01-18 5:00,Outside,18,Robbery,Bendale
GO-2022115795,D54,2020-08-01 5:00,2022-01-18 5:00,Apartment,22,Sexual Violation,Taylor-Massey
GO-2022115810,D55,2022-01-18 5:00,2022-01-18 5:00,Apartment,18,Assault,North Riverdale
GO-2022115845,D42,2022-01-17 5:00,2022-01-18 5:00,Other,15,Assault,Agincourt South-Malvern West
GO-2022115981,D33,2022-01-18 5:00,2022-01-18 5:00,Commercial,22,Robbery,Hillcrest Village
GO-2022116016,D22,2022-01-16 5:00,2022-01-18 5:00,Outside,23,Sexual Violation,Islington-City Centre West
GO-2022116054,D31,2022-01-18 5:00,2022-01-18 5:00,Educational,18,Robbery,York University Heights
GO-202211619,D43,2022-01-02 5:00,2022-01-03 5:00,Apartment,14,Assault,Highland Creek
GO-202211621,D23,2022-01-03 5:00,2022-01-03 5:00,Commercial,0,Break and Enter,Thistletown-Beaumond Heights
GO-2022116233,D32,2022-01-18 5:00,2022-01-18 5:00,House,18,Break and Enter,Bedford Park-Nortown
GO-2022116295,D22,2022-01-18 5:00,2022-01-18 5:00,Commercial,19,Assault,Islington-City Centre West
GO-2022116302,D14,2022-01-18 5:00,2022-01-18 5:00,Commercial,19,Assault,Kensington-Chinatown
GO-2022116305,D33,2022-01-18 5:00,2022-01-18 5:00,Commercial,19,Robbery,Don Valley Village
GO-2022116403,NSA,2021-12-13 5:00,2022-01-18 5:00,House,0,Assault,Unknown
GO-202211642,D31,2021-12-24 5:00,2022-01-03 5:00,Apartment,1,Assault,Humbermede
GO-2022116462,D43,2022-01-18 5:00,2022-01-18 5:00,Outside,20,Assault,Woburn
GO-202211647,D14,2022-01-03 5:00,2022-01-03 5:00,House,0,Assault,Palmerston-Little Italy
GO-2022116484,D41,2021-01-01 5:00,2022-01-18 5:00,Apartment,0,Assault,Clairlea-Birchmount
GO-2022116594,D22,2022-01-18 5:00,2022-01-18 5:00,Apartment,20,Sexual Violation,New Toronto
GO-2022116778,D55,2022-01-18 5:00,2022-01-18 5:00,Apartment,21,Assault,The Beaches
GO-2022117013,D13,2022-01-18 5:00,2022-01-18 5:00,House,23,Break and Enter,Forest Hill South
GO-2022117121,D23,2022-01-18 5:00,2022-01-18 5:00,Commercial,22,Robbery,Humber Heights-Westmount
GO-20221172,D32,2021-12-31 5:00,2022-01-01 5:00,Apartment,0,Break and Enter,Willowdale East
GO-2022117265,D13,2022-01-12 5:00,2022-01-18 5:00,Apartment,0,Assault,Humewood-Cedarvale
GO-2022117366,D33,2022-01-19 5:00,2022-01-19 5:00,Apartment,0,Assault,Parkwoods-Donalda
GO-2022117383,D23,2022-01-19 5:00,2022-01-19 5:00,House,0,Assault,Rexdale-Kipling
GO-2022117468,D32,2022-01-19 5:00,2022-01-19 5:00,Other,0,Assault,Newtonbrook West
GO-2022117507,D51,2022-01-19 5:00,2022-01-19 5:00,Apartment,1,Assault,Church-Yonge Corridor
GO-2022117731,D51,2022-01-19 5:00,2022-01-19 5:00,Apartment,2,Assault,Regent Park
GO-2022117732,D11,2022-01-18 5:00,2022-01-19 5:00,Apartment,2,Assault,High Park-Swansea
GO-20221178,D42,2022-01-01 5:00,2022-01-01 5:00,Outside,3,Assault,Malvern
GO-2022117985,D42,2022-01-19 5:00,2022-01-19 5:00,Outside,4,Assault,Rouge
GO-2022117987,D11,2022-01-19 5:00,2022-01-19 5:00,House,5,Assault,Junction Area
GO-2022117998,D23,2022-01-19 5:00,2022-01-19 5:00,Commercial,4,Break and Enter,West Humber-Clairville
GO-2022118055,D14,2022-01-18 5:00,2022-01-19 5:00,Other,22,Sexual Violation,South Parkdale
GO-2022118117,D51,2022-01-19 5:00,2022-01-19 5:00,Commercial,5,Break and Enter,Church-Yonge Corridor
GO-2022118277,D42,2019-10-20 5:00,2022-01-19 5:00,House,14,Assault,Rouge
GO-2022118821,D53,2022-01-19 5:00,2022-01-19 5:00,Commercial,1,Break and Enter,Annex
GO-2022118894,D42,2021-11-02 5:00,2022-01-19 5:00,House,8,Assault,Rouge
GO-2022118934,D51,2022-01-19 5:00,2022-01-19 5:00,Transit,8,Assault,Church-Yonge Corridor
GO-2022119035,D43,2022-01-19 5:00,2022-01-19 5:00,Apartment,2,Break and Enter,Morningside
GO-2022119103,D55,2022-01-19 5:00,2022-01-19 5:00,Commercial,9,Assault,South Riverdale
GO-2022119320,D13,2022-01-19 5:00,2022-01-19 5:00,House,9,Assault,Briar Hill-Belgravia
GO-2022119500,D33,2022-01-19 5:00,2022-01-19 5:00,Apartment,10,Assault,Bayview Village
GO-202211958,D33,2022-01-03 5:00,2022-01-03 5:00,Apartment,1,Assault,Henry Farm
GO-2022121910,D52,2022-01-19 5:00,2022-01-19 5:00,Outside,15,Assault,Waterfront Communities-The Island
GO-2022122097,D41,2022-01-18 5:00,2022-01-19 5:00,Other,18,Assault,Kennedy Park
GO-2022122102,D42,2022-01-19 5:00,2022-01-19 5:00,Commercial,16,Break and Enter,Milliken
GO-2022122156,D11,2022-01-19 5:00,2022-01-19 5:00,Transit,15,Assault,High Park-Swansea
GO-202212223,D51,2022-01-03 5:00,2022-01-03 5:00,Apartment,4,Assault,Moss Park
GO-2022122342,D23,2022-01-19 5:00,2022-01-19 5:00,Educational,16,Assault,Thistletown-Beaumond Heights
GO-2022122409,D33,2022-01-18 5:00,2022-01-19 5:00,Other,10,Assault,Don Valley Village
GO-2022122452,D43,2022-01-19 5:00,2022-01-23 5:00,Commercial,15,Robbery,West Hill
GO-2022122576,NSA,2022-01-19 5:00,2022-01-19 5:00,Commercial,17,Robbery,Unknown
GO-2022122593,NSA,2022-01-19 5:00,2022-01-19 5:00,Commercial,17,Robbery,Unknown
GO-2022122849,D52,2022-01-19 5:00,2022-01-19 5:00,Transit,16,Robbery,Bay Street Corridor
GO-2022122922,D53,2022-01-19 5:00,2022-01-19 5:00,Apartment,18,Sexual Violation,Annex
GO-2022122972,D42,2022-01-19 5:00,2022-01-19 5:00,Outside,17,Assault,Malvern
GO-2022122972,D42,2022-01-19 5:00,2022-01-19 5:00,Outside,17,Sexual Violation,Malvern
GO-202212305,D22,2022-01-03 5:00,2022-01-03 5:00,Commercial,5,Break and Enter,Islington-City Centre West
GO-2022123131,D52,2022-01-19 5:00,2022-01-19 5:00,Outside,19,Robbery,Bay Street Corridor
GO-2022123202,D52,2022-01-18 5:00,2022-01-19 5:00,Apartment,19,Break and Enter,Waterfront Communities-The Island
GO-2022123263,D54,2022-01-19 5:00,2022-01-19 5:00,House,18,Break and Enter,Danforth East York
GO-202212333,D12,2022-01-03 5:00,2022-01-03 5:00,Commercial,5,Break and Enter,Mount Dennis
GO-2022123422,D22,2022-01-12 5:00,2022-01-19 5:00,Apartment,0,Break and Enter,Mimico includes Humber Bay Shores
GO-2022123464,D31,2022-01-19 5:00,2022-01-19 5:00,House,20,Assault,Humber Summit
GO-2022125691,D32,2022-01-19 5:00,2022-01-20 5:00,Commercial,17,Break and Enter,Clanton Park
GO-2022125825,D32,2021-12-16 5:00,2022-01-20 5:00,Educational,11,Sexual Violation,Yorkdale-Glen Park
GO-2022125863,D32,2022-01-20 5:00,2022-01-20 5:00,Commercial,1,Break and Enter,Willowdale East
GO-2022125878,D55,2022-01-19 5:00,2022-01-20 5:00,Educational,12,Robbery,East End-Danforth
GO-2022125886,D54,2022-01-07 5:00,2022-01-20 5:00,House,0,Assault,Woodbine-Lumsden
GO-2022125911,D14,2022-01-20 5:00,2022-01-20 5:00,Apartment,8,Assault,South Parkdale
GO-2022125931,D55,2021-09-30 5:00,2022-01-20 5:00,Outside,17,Sexual Violation,The Beaches
GO-2022125950,D51,2022-01-20 5:00,2022-01-20 5:00,Commercial,8,Assault,Church-Yonge Corridor
GO-2022126110,D43,2021-10-14 5:00,2022-01-19 5:00,Apartment,9,Sexual Violation,Eglinton East
GO-2022126312,D51,2021-12-04 5:00,2022-01-20 5:00,House,23,Sexual Violation,Cabbagetown-South St.James Town
GO-2022126618,D23,2022-01-20 5:00,2022-01-20 5:00,Commercial,10,Break and Enter,West Humber-Clairville
GO-2022126753,D41,2022-01-20 5:00,2022-01-20 5:00,Outside,10,Assault,Dorset Park
GO-2022126819,D54,2022-01-20 5:00,2022-01-20 5:00,Apartment,10,Assault,Old East York
GO-2022126835,D41,2022-01-20 5:00,2022-01-20 5:00,Apartment,10,Assault,Oakridge
GO-2022126835,D41,2022-01-20 5:00,2022-01-20 5:00,Apartment,10,Robbery,Oakridge
GO-2022126978,D41,2022-01-20 5:00,2022-01-20 5:00,Commercial,11,Assault,Dorset Park
GO-2022127234,D43,2000-04-01 5:00,2022-01-20 5:00,Apartment,8,Sexual Violation,Woburn
GO-2022129985,D12,2022-01-20 5:00,2022-01-20 5:00,Outside,17,Assault,Weston
GO-2022130049,D23,2020-07-01 5:00,2022-01-20 5:00,Apartment,18,Assault,Mount Olive-Silverstone-Jamestown
GO-2022130076,D42,2022-01-20 5:00,2022-01-20 5:00,Apartment,18,Assault,Tam OShanter-Sullivan
GO-2022130083,D43,2022-01-20 5:00,2022-01-20 5:00,Outside,15,Assault,West Hill
GO-2022130228,D12,2022-01-20 5:00,2022-01-20 5:00,Educational,19,Sexual Violation,Weston
GO-2022130256,D22,2022-01-20 5:00,2022-01-20 5:00,Other,18,Sexual Violation,Mimico includes Humber Bay Shores
GO-2022130271,D14,2022-01-10 5:00,2022-01-20 5:00,Apartment,0,Assault,Niagara
GO-2022130440,D41,2022-01-08 5:00,2022-01-22 5:00,Other,15,Assault,Kennedy Park
GO-2022130447,D55,2022-01-20 5:00,2022-01-20 5:00,Commercial,19,Assault,Taylor-Massey
GO-2022130472,D22,2022-01-20 5:00,2022-01-20 5:00,Apartment,19,Assault,Eringate-Centennial-West Deane
GO-2022130691,D51,2022-01-20 5:00,2022-01-20 5:00,Commercial,20,Assault,Church-Yonge Corridor
GO-2022130709,D42,2022-01-20 5:00,2022-01-20 5:00,House,19,Assault,LAmoreaux
GO-2022130937,D43,2022-01-20 5:00,2022-01-20 5:00,Commercial,21,Assault,Centennial Scarborough
GO-2022131045,D12,2022-01-20 5:00,2022-01-20 5:00,Apartment,21,Assault,Mount Dennis
GO-2022131085,D54,2022-01-20 5:00,2022-01-20 5:00,Outside,21,Assault,Playter Estates-Danforth
GO-2022131109,D23,2022-01-20 5:00,2022-01-20 5:00,Apartment,20,Assault,Elms-Old Rexdale
GO-2022131199,D23,2022-01-20 5:00,2022-01-20 5:00,Other,21,Sexual Violation,West Humber-Clairville
GO-2022131385,D41,2022-01-20 5:00,2022-01-20 5:00,Apartment,22,Assault,Kennedy Park
GO-2022131535,D42,2022-01-20 5:00,2022-01-21 5:00,House,23,Assault,LAmoreaux
GO-2022133423,D51,2022-01-21 5:00,2022-01-21 5:00,Commercial,0,Break and Enter,South Riverdale
GO-2022133434,D51,2022-01-21 5:00,2022-01-21 5:00,Apartment,9,Assault,Cabbagetown-South St.James Town
GO-2022133679,D51,2021-12-17 5:00,2022-01-21 5:00,Apartment,6,Break and Enter,Cabbagetown-South St.James Town
GO-2022133738,D11,2022-01-19 5:00,2022-01-21 5:00,Educational,12,Sexual Violation,High Park North
GO-2022133773,D53,2022-01-19 5:00,2022-01-21 5:00,Commercial,11,Assault,Bedford Park-Nortown
GO-2022134056,D32,2021-01-01 5:00,2022-01-21 5:00,Apartment,10,Assault,Yorkdale-Glen Park
GO-202213409,D14,2022-01-01 5:00,2022-01-03 5:00,Other,0,Assault,South Parkdale
GO-2022134185,D41,2022-01-21 5:00,2022-01-21 5:00,Commercial,11,Assault,Dorset Park
GO-2022134231,D33,2022-01-16 5:00,2022-01-21 5:00,Apartment,18,Assault,Victoria Village
GO-2022134301,D51,2022-01-21 5:00,2022-01-21 5:00,Other,11,Robbery,Regent Park
GO-2022134462,D54,2022-01-20 5:00,2022-01-21 5:00,Commercial,11,Assault,Taylor-Massey
GO-2022134468,D31,2022-01-21 5:00,2022-01-21 5:00,Apartment,11,Assault,Glenfield-Jane Heights
GO-2022134794,D41,2021-02-01 5:00,2022-01-21 5:00,Apartment,0,Assault,Clairlea-Birchmount
GO-202213486,D31,2022-01-03 5:00,2022-01-03 5:00,Apartment,13,Assault,Downsview-Roding-CFB
GO-2022134868,D31,2022-01-21 5:00,2022-01-21 5:00,Outside,12,Assault,Downsview-Roding-CFB
GO-2022134999,D12,2022-01-21 5:00,2022-01-21 5:00,Apartment,17,Assault,Weston
GO-2022135376,D14,2022-01-21 5:00,2022-01-21 5:00,Other,14,Assault,Kensington-Chinatown
GO-2022135442,D33,2021-12-15 5:00,2022-01-21 5:00,Apartment,12,Sexual Violation,Don Valley Village
GO-2022138423,D52,2022-01-21 5:00,2022-01-21 5:00,Transit,20,Sexual Violation,Waterfront Communities-The Island
