event_unique_id,division,occurrencedate,reporteddate,premisetype,occurrencehour,mci_category,neighbourhood
GO-2022221984,D53,2022-02-03 5:00,2022-02-03 5:00,Commercial,2,Break and Enter,Rosedale-Moore Park
GO-202222204,D32,2022-01-04 5:00,2022-01-05 5:00,Outside,16,Assault,Yorkdale-Glen Park
GO-2022222043,D51,2022-02-03 5:00,2022-02-03 5:00,Commercial,3,Assault,Church-Yonge Corridor
GO-2022222049,D52,2022-02-03 5:00,2022-02-03 5:00,Commercial,3,Assault,University
GO-2022222090,D42,2021-12-01 5:00,2022-02-03 5:00,House,0,Assault,Tam OShanter-Sullivan
GO-2022222107,D54,2022-02-03 5:00,2022-02-03 5:00,Commercial,2,Break and Enter,Playter Estates-Danforth
GO-2022222211,D43,2022-02-03 5:00,2022-02-03 5:00,Commercial,4,Break and Enter,Woburn
GO-2022222253,D43,2022-02-03 5:00,2022-02-03 5:00,Commercial,4,Break and Enter,Woburn
GO-2022222254,D43,2022-02-03 5:00,2022-02-03 5:00,Commercial,4,Break and Enter,Woburn
GO-2022222259,D43,2022-02-03 5:00,2022-02-03 5:00,Apartment,5,Assault,Scarborough Village
GO-2022223124,D33,2022-02-03 5:00,2022-02-03 5:00,Commercial,8,Assault,Parkwoods-Donalda
GO-2022223201,D13,2022-01-30 5:00,2022-02-03 5:00,Apartment,1,Break and Enter,Briar Hill-Belgravia
GO-2022223382,D33,2022-02-03 5:00,2022-02-03 5:00,Commercial,2,Break and Enter,Hillcrest Village
GO-2022223405,D13,2022-02-03 5:00,2022-02-03 5:00,Commercial,3,Break and Enter,Briar Hill-Belgravia
GO-2022223411,D22,2022-01-31 5:00,2022-02-03 5:00,House,19,Break and Enter,Princess-Rosethorn
GO-2022223489,D43,2022-02-03 5:00,2022-02-03 5:00,Outside,9,Assault,Woburn
GO-2022223584,D14,2022-02-03 5:00,2022-02-03 5:00,Commercial,4,Break and Enter,Waterfront Communities-The Island
GO-2022223698,D51,2022-02-03 5:00,2022-02-03 5:00,Other,10,Assault,Church-Yonge Corridor
GO-2022223720,D13,2022-01-31 5:00,2022-02-03 5:00,Apartment,12,Break and Enter,Briar Hill-Belgravia
GO-2022223723,D41,2020-10-19 5:00,2022-02-03 5:00,Apartment,13,Assault,Dorset Park
GO-2022223741,D14,2022-02-02 5:00,2022-02-03 5:00,Outside,18,Assault,Trinity-Bellwoods
GO-2022223833,D31,2020-03-01 5:00,2022-02-03 5:00,Apartment,9,Assault,Downsview-Roding-CFB
GO-2022223911,D43,1998-01-01 5:00,2022-02-03 5:00,House,9,Assault,Guildwood
GO-2022223911,D43,1998-01-01 5:00,2022-02-03 5:00,House,9,Sexual Violation,Guildwood
GO-2022223916,D32,2021-08-01 5:00,2022-02-03 5:00,House,0,Assault,Westminster-Branson
GO-2022224008,D12,2022-02-03 5:00,2022-02-03 5:00,Commercial,9,Break and Enter,Pelmo Park-Humberlea
GO-2022224061,D31,2022-02-03 5:00,2022-02-03 5:00,Apartment,11,Assault,Black Creek
GO-202222414162,D42,2022-03-04 5:00,2022-03-04 5:00,Other,19,Assault,Agincourt South-Malvern West
GO-2022224179,D33,2022-02-03 5:00,2022-02-03 5:00,Commercial,3,Break and Enter,Hillcrest Village
GO-2022224206,D52,2022-02-03 5:00,2022-02-03 5:00,Apartment,11,Assault,Kensington-Chinatown
GO-2022224377,D54,2022-02-03 5:00,2022-02-03 5:00,Outside,11,Assault,Flemingdon Park
GO-2022226776,D51,2022-01-31 5:00,2022-02-03 5:00,Outside,18,Assault,Moss Park
GO-202222678,D14,2022-01-04 5:00,2022-01-04 5:00,Outside,17,Assault,University
GO-2022226988,D42,2022-01-31 5:00,2022-02-03 5:00,Outside,4,Robbery,Rouge
GO-2022227141,D53,2022-02-03 5:00,2022-02-03 5:00,House,18,Break and Enter,Mount Pleasant West
GO-2022227148,D41,2022-02-03 5:00,2022-02-03 5:00,Apartment,19,Assault,Kennedy Park
GO-2022227157,D22,2022-02-02 5:00,2022-02-03 5:00,Commercial,19,Sexual Violation,Mimico includes Humber Bay Shores
GO-2022227410,D31,2022-02-01 5:00,2022-02-03 5:00,Outside,19,Assault,Humbermede
GO-2022227415,D33,2022-02-03 5:00,2022-02-03 5:00,House,20,Break and Enter,St.Andrew-Windfields
GO-202222747,D54,2022-01-04 5:00,2022-01-04 5:00,Transit,18,Assault,Danforth
GO-202222750,D31,2022-01-04 5:00,2022-01-04 5:00,Apartment,17,Assault,Glenfield-Jane Heights
GO-2022227501,D13,2022-01-15 5:00,2022-02-03 5:00,Apartment,0,Assault,Oakwood Village
GO-2022227565,D52,2022-02-03 5:00,2022-02-03 5:00,Commercial,20,Robbery,Kensington-Chinatown
GO-2022227634,D32,2022-02-03 5:00,2022-02-03 5:00,Other,20,Sexual Violation,Englemount-Lawrence
GO-2022227721,D54,2022-02-03 5:00,2022-02-03 5:00,Commercial,20,Assault,Flemingdon Park
GO-202222813,D32,2022-01-03 5:00,2022-01-04 5:00,House,9,Break and Enter,Westminster-Branson
GO-2022228173,D23,2022-02-03 5:00,2022-02-03 5:00,Apartment,22,Assault,Kingsview Village-The Westway
GO-2022228292,D23,2021-01-01 5:00,2022-02-03 5:00,Apartment,0,Assault,Mount Olive-Silverstone-Jamestown
GO-2022228371,D51,2022-02-03 5:00,2022-02-03 5:00,Commercial,23,Assault,Regent Park
GO-2022228411,D32,2022-02-03 5:00,2022-02-04 5:00,House,17,Break and Enter,St.Andrew-Windfields
GO-2022228548,D54,2022-02-04 5:00,2022-02-04 5:00,Apartment,1,Assault,OConnor-Parkview
GO-2022230587,D14,2022-02-04 5:00,2022-02-04 5:00,Outside,10,Assault,Waterfront Communities-The Island
GO-2022230773,D22,2022-02-04 5:00,2022-02-04 5:00,Outside,10,Assault,Markland Wood
GO-2022231027,D23,2022-02-04 5:00,2022-02-04 5:00,Apartment,11,Assault,Mount Olive-Silverstone-Jamestown
GO-2022231031,D55,2022-02-04 5:00,2022-02-04 5:00,Apartment,11,Assault,The Beaches
GO-2022231234,D32,2022-02-04 5:00,2022-02-04 5:00,Apartment,12,Assault,Clanton Park
GO-2022231363,D14,2022-02-04 5:00,2022-02-04 5:00,Apartment,12,Sexual Violation,South Parkdale
GO-2022231375,D31,2022-02-04 5:00,2022-02-04 5:00,House,12,Assault,Black Creek
GO-2022231395,D32,2018-05-01 5:00,2022-02-04 5:00,Apartment,0,Sexual Violation,Clanton Park
GO-2022231412,D54,2022-02-04 5:00,2022-02-04 5:00,Educational,12,Assault,Old East York
GO-2022231595,D33,2021-10-01 5:00,2022-02-04 5:00,Educational,8,Sexual Violation,Henry Farm
GO-2022231704,D12,2022-02-04 5:00,2022-02-04 5:00,Other,13,Assault,Keelesdale-Eglinton West
GO-2022231704,D12,2022-02-04 5:00,2022-02-04 5:00,Other,13,Robbery,Keelesdale-Eglinton West
GO-2022231759,D51,2021-08-24 5:00,2022-02-04 5:00,Outside,22,Sexual Violation,Church-Yonge Corridor
GO-2022231822,D33,2022-02-04 5:00,2022-02-04 5:00,House,13,Break and Enter,Hillcrest Village
GO-2022231932,D31,2022-02-04 5:00,2022-02-04 5:00,Apartment,14,Assault,Pelmo Park-Humberlea
GO-2022232022,D14,2022-02-03 5:00,2022-02-04 5:00,Apartment,7,Break and Enter,South Parkdale
GO-2022232050,D42,2022-02-04 5:00,2022-02-04 5:00,Outside,14,Assault,Malvern
GO-2022232079,D52,2022-01-27 5:00,2022-02-04 5:00,Outside,19,Assault,Bay Street Corridor
GO-2022234259,D23,2022-02-04 5:00,2022-02-04 5:00,Apartment,12,Break and Enter,Willowridge-Martingrove-Richview
GO-2022234262,D42,2022-02-04 5:00,2022-02-04 5:00,House,0,Assault,LAmoreaux
GO-2022234288,D31,2018-06-24 5:00,2022-02-04 5:00,House,19,Sexual Violation,York University Heights
GO-2022234298,D23,2021-07-12 5:00,2022-02-04 5:00,House,22,Assault,Elms-Old Rexdale
GO-2022234301,D43,2022-02-04 5:00,2022-02-04 5:00,Apartment,20,Assault,Scarborough Village
GO-2022234360,D52,2022-02-04 5:00,2022-02-04 5:00,Commercial,20,Assault,Bay Street Corridor
GO-2022234366,D54,2020-09-24 5:00,2022-02-04 5:00,Apartment,0,Assault,OConnor-Parkview
GO-2022234374,D32,2022-02-04 5:00,2022-02-04 5:00,Transit,20,Assault,Newtonbrook West
GO-2022234501,D23,2022-02-03 5:00,2022-02-04 5:00,Apartment,21,Assault,Willowridge-Martingrove-Richview
GO-2022234630,D31,2022-02-04 5:00,2022-02-04 5:00,Other,21,Assault,Black Creek
GO-2022234656,D52,2022-02-04 5:00,2022-02-04 5:00,Other,22,Assault,Waterfront Communities-The Island
GO-202223473,D13,2022-01-04 5:00,2022-01-04 5:00,Outside,19,Assault,Briar Hill-Belgravia
GO-2022234751,D52,2022-02-04 5:00,2022-02-04 5:00,Outside,17,Assault,Kensington-Chinatown
GO-2022234965,D13,2022-02-04 5:00,2022-02-04 5:00,Commercial,23,Assault,Corso Italia-Davenport
GO-2022235070,D43,2022-02-04 5:00,2022-02-04 5:00,House,23,Assault,West Hill
GO-202223516,D33,2022-01-04 5:00,2022-01-04 5:00,Apartment,20,Assault,Parkwoods-Donalda
GO-2022235189,D13,2022-02-04 5:00,2022-02-05 5:00,Outside,23,Assault,Corso Italia-Davenport
GO-2022235261,D14,2022-02-05 5:00,2022-02-05 5:00,Apartment,0,Assault,Waterfront Communities-The Island
GO-2022235327,D43,2022-02-05 5:00,2022-02-05 5:00,House,1,Assault,Woburn
GO-2022235327,D43,2022-02-05 5:00,2022-02-05 5:00,House,1,Robbery,Woburn
GO-202223544,D53,2022-01-04 5:00,2022-01-04 5:00,Outside,20,Assault,Rosedale-Moore Park
GO-2022235461,D12,2022-02-05 5:00,2022-02-05 5:00,Commercial,1,Break and Enter,Pelmo Park-Humberlea
GO-202223547,NSA,2022-01-04 5:00,2022-01-04 5:00,House,20,Assault,Unknown
GO-2022237272,D52,2022-02-04 5:00,2022-02-05 5:00,Commercial,10,Break and Enter,Bay Street Corridor
GO-2022237287,D32,2022-02-05 5:00,2022-02-05 5:00,Other,11,Assault,Willowdale West
GO-202223741,D32,2022-01-04 5:00,2022-01-04 5:00,House,20,Assault,Yorkdale-Glen Park
GO-202223758,D55,2022-01-04 5:00,2022-01-04 5:00,Other,20,Robbery,South Riverdale
GO-202223784,D14,2022-01-04 5:00,2022-01-04 5:00,Outside,21,Assault,Palmerston-Little Italy
GO-2022237889,D52,2022-02-05 5:00,2022-02-05 5:00,Outside,13,Assault,Bay Street Corridor
GO-2022237903,D51,2021-12-15 5:00,2022-02-05 5:00,Commercial,0,Break and Enter,North St.James Town
GO-2022237916,D14,2022-02-05 5:00,2022-02-05 5:00,Apartment,12,Assault,South Parkdale
GO-2022237958,D32,2022-02-05 5:00,2022-02-05 5:00,Apartment,13,Assault,Newtonbrook West
GO-2022237965,D22,2022-02-05 5:00,2022-02-05 5:00,House,13,Assault,Markland Wood
GO-2022237965,D22,2022-02-05 5:00,2022-02-05 5:00,House,13,Break and Enter,Markland Wood
GO-2022238155,D32,2022-02-05 5:00,2022-02-05 5:00,Commercial,14,Assault,York University Heights
GO-202223868,D54,2022-01-03 5:00,2022-01-05 5:00,Apartment,3,Break and Enter,Taylor-Massey
GO-2022238683,D51,2022-02-05 5:00,2022-02-05 5:00,Apartment,15,Assault,Moss Park
GO-2022239180,D14,2022-01-29 5:00,2022-02-05 5:00,Apartment,12,Assault,South Parkdale
GO-202223922,D23,2022-01-04 5:00,2022-01-04 5:00,Outside,21,Assault,West Humber-Clairville
GO-2022239292,D11,2022-01-30 5:00,2022-02-05 5:00,House,12,Break and Enter,Lambton Baby Point
GO-202223934,D31,2022-01-04 5:00,2022-01-04 5:00,Apartment,21,Sexual Violation,Black Creek
GO-2022239555,D53,2022-02-05 5:00,2022-02-05 5:00,Outside,17,Assault,Annex
GO-2022239574,D22,2022-02-05 5:00,2022-02-05 5:00,Outside,18,Robbery,Etobicoke West Mall
GO-2022239581,D14,2022-02-05 5:00,2022-02-05 5:00,Other,18,Assault,South Parkdale
GO-2022239610,D33,2022-02-05 5:00,2022-02-05 5:00,Commercial,18,Robbery,Hillcrest Village
GO-2022239642,D12,2021-10-09 5:00,2022-02-05 5:00,Outside,11,Assault,Pelmo Park-Humberlea
GO-2022239741,D32,2022-02-05 5:00,2022-02-05 5:00,Apartment,21,Assault,Willowdale West
GO-2022239796,D41,2021-12-09 5:00,2022-02-05 5:00,House,12,Break and Enter,Clairlea-Birchmount
GO-2022239842,D41,2022-02-05 5:00,2022-02-05 5:00,Apartment,19,Sexual Violation,Wexford-Maryvale
GO-2022239870,D14,2022-02-05 5:00,2022-02-05 5:00,Other,8,Sexual Violation,Niagara
GO-2022239877,D32,2022-02-05 5:00,2022-02-05 5:00,House,18,Break and Enter,Newtonbrook East
GO-2022239916,D53,2022-02-05 5:00,2022-02-05 5:00,Apartment,19,Break and Enter,Mount Pleasant West
GO-2022239929,D32,2022-01-30 5:00,2022-02-05 5:00,House,9,Assault,Clanton Park
GO-2022239962,D33,2022-02-05 5:00,2022-02-05 5:00,Apartment,19,Assault,Parkwoods-Donalda
GO-2022240006,D53,2022-02-05 5:00,2022-02-05 5:00,Outside,18,Assault,Yonge-St.Clair
GO-2022240007,D43,2022-02-05 5:00,2022-02-05 5:00,Outside,18,Assault,Woburn
GO-2022240212,D52,2022-02-03 5:00,2022-02-05 5:00,Educational,0,Sexual Violation,University
GO-2022240354,D41,2022-02-05 5:00,2022-02-05 5:00,Apartment,20,Assault,Kennedy Park
GO-2022240430,D51,2022-02-05 5:00,2022-02-05 5:00,Outside,20,Assault,Church-Yonge Corridor
GO-2022240706,D32,2022-02-05 5:00,2022-02-05 5:00,Transit,23,Assault,Clanton Park
GO-2022240788,D51,2022-02-04 5:00,2022-02-05 5:00,Apartment,23,Assault,Church-Yonge Corridor
GO-2022240920,D14,2022-02-05 5:00,2022-02-05 5:00,Apartment,22,Assault,Kensington-Chinatown
GO-2022241270,D13,2022-02-05 5:00,2022-02-06 5:00,Commercial,23,Break and Enter,Casa Loma
GO-2022241497,D53,2022-02-06 5:00,2022-02-06 5:00,Commercial,1,Break and Enter,Thorncliffe Park
GO-2022241509,D55,2022-02-05 5:00,2022-02-06 5:00,House,18,Assault,South Riverdale
GO-2022241811,D14,2022-02-06 5:00,2022-02-06 5:00,Apartment,3,Sexual Violation,Waterfront Communities-The Island
GO-202224332,D55,2022-01-04 5:00,2022-01-04 5:00,Apartment,23,Assault,East End-Danforth
GO-2022243324,D23,2015-09-01 5:00,2022-02-06 5:00,Outside,10,Robbery,Mount Olive-Silverstone-Jamestown
GO-2022243375,D51,2022-02-06 5:00,2022-02-06 5:00,Apartment,13,Assault,Church-Yonge Corridor
GO-2022243406,D31,2022-02-06 5:00,2022-02-06 5:00,Outside,12,Assault,Downsview-Roding-CFB
GO-2022243450,D51,2022-02-06 5:00,2022-02-06 5:00,Outside,12,Robbery,Cabbagetown-South St.James Town
GO-2022243457,D43,2022-02-04 5:00,2022-02-06 5:00,Apartment,12,Assault,Woburn
GO-2022243460,D33,2022-02-06 5:00,2022-02-06 5:00,Outside,12,Assault,Banbury-Don Mills
GO-2022243560,D22,2022-02-06 5:00,2022-02-06 5:00,Other,13,Assault,Mimico includes Humber Bay Shores
GO-2022243611,D32,2022-02-06 5:00,2022-02-06 5:00,Transit,13,Assault,Lansing-Westgate
GO-2022243613,D52,2022-02-06 5:00,2022-02-06 5:00,Transit,12,Assault,Waterfront Communities-The Island
GO-2022243683,D22,2022-02-04 5:00,2022-02-06 5:00,Commercial,16,Break and Enter,Mimico includes Humber Bay Shores
GO-2022243754,D31,2022-02-06 5:00,2022-02-06 5:00,Apartment,13,Assault,York University Heights
GO-2022243755,D41,2022-01-31 5:00,2022-02-06 5:00,Apartment,9,Sexual Violation,Birchcliffe-Cliffside
GO-202224376,D42,2022-01-04 5:00,2022-01-04 5:00,House,10,Break and Enter,Agincourt North
GO-2022243852,D11,2022-02-06 5:00,2022-02-06 5:00,Apartment,14,Assault,Lambton Baby Point
GO-2022243868,D55,2022-02-01 5:00,2022-02-06 5:00,House,18,Break and Enter,North Riverdale
GO-2022243932,D55,2022-02-06 5:00,2022-02-06 5:00,House,14,Assault,East End-Danforth
GO-2022243974,D32,2022-02-06 5:00,2022-02-06 5:00,Apartment,14,Sexual Violation,Willowdale East
GO-2022244027,D41,2022-02-06 5:00,2022-02-06 5:00,Apartment,14,Assault,Clairlea-Birchmount
GO-2022244034,D52,2022-02-06 5:00,2022-02-06 5:00,Commercial,14,Assault,Bay Street Corridor
GO-2022244070,D22,2021-06-15 5:00,2022-02-06 5:00,Apartment,12,Assault,Mimico includes Humber Bay Shores
GO-2022244165,D31,2022-02-06 5:00,2022-02-06 5:00,Commercial,15,Assault,Glenfield-Jane Heights
GO-2022244185,D51,2022-02-06 5:00,2022-02-06 5:00,Apartment,15,Assault,Cabbagetown-South St.James Town
GO-2022244270,D53,2022-02-06 5:00,2022-02-06 5:00,Outside,15,Assault,Mount Pleasant East
GO-2022244320,D31,2022-01-21 5:00,2022-02-06 5:00,Educational,12,Sexual Violation,Glenfield-Jane Heights
GO-202224614,D14,2022-01-05 5:00,2022-01-05 5:00,Commercial,0,Break and Enter,Trinity-Bellwoods
GO-2022246462,D53,2022-02-06 5:00,2022-02-22 5:00,Transit,15,Assault,Mount Pleasant West
GO-2022246464,D31,2021-07-20 5:00,2022-02-07 5:00,Apartment,0,Assault,Black Creek
GO-2022246500,D32,2022-02-07 5:00,2022-02-07 5:00,Outside,0,Robbery,Newtonbrook West
GO-2022246549,D42,2022-02-07 5:00,2022-02-07 5:00,House,1,Assault,Malvern
GO-2022246573,D11,2022-02-07 5:00,2022-02-07 5:00,Apartment,1,Assault,High Park-Swansea
GO-2022246639,D22,2022-02-07 5:00,2022-02-07 5:00,Apartment,2,Assault,Kingsway South
GO-2022246681,D55,2022-02-06 5:00,2022-02-06 5:00,Apartment,21,Assault,Greenwood-Coxwell
GO-2022246746,D32,2022-02-07 5:00,2022-02-07 5:00,Apartment,2,Assault,Lansing-Westgate
GO-2022246819,D14,2022-02-07 5:00,2022-02-07 5:00,Other,3,Assault,Niagara
GO-2022246851,D53,2022-02-07 5:00,2022-02-07 5:00,Apartment,3,Break and Enter,Rosedale-Moore Park
GO-2022246903,D42,2022-02-06 5:00,2022-02-07 5:00,Commercial,21,Break and Enter,Agincourt South-Malvern West
GO-2022246924,D32,2022-02-07 5:00,2022-02-07 5:00,Commercial,4,Break and Enter,Bridle Path-Sunnybrook-York Mills
GO-2022246925,D43,2022-02-07 5:00,2022-02-07 5:00,Commercial,3,Break and Enter,West Hill
GO-20222472,D54,2021-12-30 5:00,2022-01-01 5:00,Apartment,11,Break and Enter,OConnor-Parkview
GO-2022247258,D33,2022-02-07 5:00,2022-02-07 5:00,Commercial,6,Break and Enter,Hillcrest Village
GO-2022249608,D12,2022-02-07 5:00,2022-02-07 5:00,Commercial,1,Break and Enter,Rockcliffe-Smythe
GO-2022249673,D53,2022-02-07 5:00,2022-02-07 5:00,Outside,13,Assault,Yonge-Eglinton
GO-2022249825,D52,2022-02-07 5:00,2022-02-07 5:00,Outside,14,Assault,Bay Street Corridor
GO-2022249825,D52,2022-02-07 5:00,2022-02-07 5:00,Outside,14,Robbery,Bay Street Corridor
GO-2022249970,D53,2022-02-04 5:00,2022-02-07 5:00,Commercial,6,Break and Enter,Mount Pleasant West
GO-2022249998,D14,2022-02-07 5:00,2022-02-07 5:00,House,14,Break and Enter,Kensington-Chinatown
GO-2022250003,D41,2022-02-07 5:00,2022-02-07 5:00,Apartment,14,Assault,Clairlea-Birchmount
GO-2022250238,D11,2022-02-07 5:00,2022-02-07 5:00,House,15,Assault,Weston-Pellam Park
GO-2022250244,D22,2022-02-07 5:00,2022-02-07 5:00,Other,15,Assault,Mimico includes Humber Bay Shores
GO-2022250286,D51,2022-02-07 5:00,2022-02-07 5:00,Apartment,15,Assault,Moss Park
GO-2022250308,D51,2022-02-07 5:00,2022-02-07 5:00,Commercial,15,Assault,Moss Park
GO-2022250312,D11,2022-02-07 5:00,2022-02-07 5:00,Transit,15,Assault,Dovercourt-Wallace Emerson-Junction
GO-2022250408,D14,2022-01-31 5:00,2022-02-07 5:00,Outside,19,Assault,Kensington-Chinatown
GO-2022250538,D14,2022-02-07 5:00,2022-02-07 5:00,Outside,16,Assault,Trinity-Bellwoods
GO-2022250542,D14,2022-02-05 5:00,2022-02-07 5:00,Apartment,20,Assault,Niagara
GO-2022250572,D42,2022-02-07 5:00,2022-02-07 5:00,Educational,15,Assault,Rouge
GO-2022250626,D22,2022-02-07 5:00,2022-02-07 5:00,Apartment,16,Assault,New Toronto
GO-2022250734,D11,2022-02-07 5:00,2022-02-07 5:00,House,16,Break and Enter,Dovercourt-Wallace Emerson-Junction
GO-2022250805,D23,2022-02-07 5:00,2022-02-07 5:00,Outside,16,Assault,West Humber-Clairville
GO-2022250927,D12,2022-02-07 5:00,2022-02-07 5:00,Outside,16,Robbery,Weston
GO-2022251017,D33,2022-02-07 5:00,2022-02-07 5:00,House,17,Assault,St.Andrew-Windfields
GO-20222513001,D53,2021-12-30 5:00,2022-01-01 5:00,Apartment,12,Break and Enter,Mount Pleasant East
GO-2022253164,D55,2022-02-07 5:00,2022-02-08 5:00,Apartment,15,Assault,East End-Danforth
GO-2022253353,D32,2022-02-08 5:00,2022-02-08 5:00,Commercial,3,Break and Enter,Bedford Park-Nortown
GO-2022253426,D31,2022-02-08 5:00,2022-02-08 5:00,Outside,3,Robbery,Glenfield-Jane Heights
GO-2022253562,D55,2022-02-08 5:00,2022-02-08 5:00,Apartment,1,Assault,North Riverdale
GO-2022253567,D14,2022-02-08 5:00,2022-02-08 5:00,Commercial,5,Assault,South Parkdale
GO-2022253567,D14,2022-02-08 5:00,2022-02-08 5:00,Commercial,5,Break and Enter,South Parkdale
GO-2022253596,D23,2022-02-08 5:00,2022-02-08 5:00,Outside,5,Robbery,West Humber-Clairville
GO-2022253865,D51,2022-02-08 5:00,2022-02-08 5:00,Apartment,7,Assault,Moss Park
GO-2022253920,D14,2022-02-08 5:00,2022-02-08 5:00,Apartment,7,Break and Enter,Waterfront Communities-The Island
GO-2022254044,D22,2022-02-07 5:00,2022-02-08 5:00,Apartment,6,Break and Enter,Islington-City Centre West
GO-2022254072,D32,2022-02-08 5:00,2022-02-08 5:00,Apartment,7,Assault,Bedford Park-Nortown
GO-2022254353,D22,2022-02-08 5:00,2022-02-08 5:00,Apartment,8,Assault,Islington-City Centre West
GO-2022254465,D52,2022-02-08 5:00,2022-02-08 5:00,Commercial,8,Robbery,Bay Street Corridor
GO-2022254541,D53,2022-02-06 5:00,2022-02-08 5:00,Commercial,1,Break and Enter,Mount Pleasant East
GO-2022255785,D32,2022-02-08 5:00,2022-02-08 5:00,Commercial,12,Robbery,Lawrence Park North
GO-2022255897,D51,2021-05-01 5:00,2022-02-08 5:00,Outside,13,Assault,Moss Park
GO-2022256138,D42,2022-02-01 5:00,2022-02-09 5:00,House,2,Break and Enter,LAmoreaux
GO-2022256161,D51,2022-02-08 5:00,2022-02-08 5:00,Educational,13,Sexual Violation,Moss Park
GO-2022256328,D54,2022-02-08 5:00,2022-02-08 5:00,Educational,14,Assault,Flemingdon Park
GO-2022256360,D51,2022-02-08 5:00,2022-02-08 5:00,Other,15,Assault,Moss Park
GO-2022256459,D52,2022-02-08 5:00,2022-02-08 5:00,Outside,14,Assault,Kensington-Chinatown
GO-2022256478,D33,2022-01-31 5:00,2022-02-08 5:00,Commercial,11,Break and Enter,Bayview Village
GO-2022256499,D32,2022-02-08 5:00,2022-02-08 5:00,Commercial,2,Break and Enter,Bedford Park-Nortown
GO-202225650,D55,2022-01-04 5:00,2022-01-05 5:00,Commercial,19,Break and Enter,South Riverdale
GO-2022256523,D41,2022-01-27 5:00,2022-02-08 5:00,Other,13,Break and Enter,Kennedy Park
GO-2022256534,D52,2022-02-08 5:00,2022-02-08 5:00,Commercial,15,Assault,Bay Street Corridor
GO-2022256545,D33,2022-02-04 5:00,2022-02-08 5:00,Apartment,18,Sexual Violation,Victoria Village
GO-2022256686,D32,2022-02-07 5:00,2022-02-08 5:00,Apartment,5,Break and Enter,Willowdale East
GO-2022256853,D14,2022-02-08 5:00,2022-02-08 5:00,Other,12,Sexual Violation,Niagara
GO-2022256857,D13,2022-02-08 5:00,2022-02-08 5:00,Commercial,12,Sexual Violation,Yorkdale-Glen Park
GO-2022256913,D32,2022-02-08 5:00,2022-02-08 5:00,Transit,15,Robbery,Newtonbrook West
GO-2022256952,D53,2022-02-08 5:00,2022-02-08 5:00,Outside,15,Assault,Annex
GO-2022257260,D52,2022-02-08 5:00,2022-02-08 5:00,Other,16,Assault,Kensington-Chinatown
GO-2022257382,D53,2022-01-29 5:00,2022-02-08 5:00,Apartment,0,Assault,Thorncliffe Park
GO-2022257431,D32,2022-02-01 5:00,2022-02-08 5:00,Other,14,Assault,Newtonbrook West
GO-2022257450,D41,2022-02-08 5:00,2022-02-08 5:00,House,5,Break and Enter,Wexford-Maryvale
GO-2022258952,D14,2022-02-08 5:00,2022-02-08 5:00,Other,23,Assault,Niagara
GO-2022259080,D22,2022-02-08 5:00,2022-02-09 5:00,Commercial,21,Break and Enter,Long Branch
GO-2022259177,D53,2022-02-08 5:00,2022-02-08 5:00,House,22,Sexual Violation,Lawrence Park South
GO-2022259185,D53,2022-02-08 5:00,2022-02-08 5:00,Other,20,Robbery,Yonge-St.Clair
GO-2022259221,D41,2022-02-08 5:00,2022-02-08 5:00,Apartment,22,Assault,Ionview
GO-2022259251,D22,2022-02-08 5:00,2022-02-08 5:00,Outside,22,Assault,Islington-City Centre West
GO-2022259316,D55,2021-07-10 5:00,2022-02-09 5:00,House,0,Assault,East End-Danforth
GO-2022259344,D33,2022-02-08 5:00,2022-02-08 5:00,Apartment,23,Assault,Victoria Village
GO-2022259405,D14,2022-02-08 5:00,2022-02-09 5:00,Other,23,Assault,Niagara
GO-2022259418,D23,2022-02-08 5:00,2022-02-08 5:00,Apartment,23,Break and Enter,Mount Olive-Silverstone-Jamestown
GO-2022259492,D41,2022-02-09 5:00,2022-02-09 5:00,Commercial,0,Assault,Oakridge
GO-20222598,D14,2021-12-30 5:00,2022-01-01 5:00,House,3,Break and Enter,Little Portugal
GO-2022259827,D32,2022-02-09 5:00,2022-02-09 5:00,Commercial,1,Break and Enter,York University Heights
GO-2022259845,D14,2022-02-09 5:00,2022-02-09 5:00,Outside,1,Assault,Niagara
GO-2022259872,D31,2022-02-09 5:00,2022-02-09 5:00,Outside,1,Assault,Glenfield-Jane Heights
GO-2022259889,D32,2022-02-09 5:00,2022-02-09 5:00,Commercial,1,Break and Enter,York University Heights
GO-2022260009,D23,2022-02-02 5:00,2022-02-09 5:00,Apartment,0,Assault,Mount Olive-Silverstone-Jamestown
GO-2022260009,D23,2022-02-02 5:00,2022-02-09 5:00,Apartment,0,Sexual Violation,Mount Olive-Silverstone-Jamestown
GO-202226012,D11,2022-01-05 5:00,2022-01-05 5:00,Other,3,Break and Enter,High Park North
GO-2022260146,D22,2022-02-09 5:00,2022-02-09 5:00,Commercial,3,Break and Enter,Stonegate-Queensway
GO-2022260177,D43,2022-02-09 5:00,2022-02-09 5:00,Apartment,4,Assault,West Hill
GO-2022260253,D14,2022-02-09 5:00,2022-02-09 5:00,House,4,Break and Enter,Niagara
GO-2022262015,D42,2022-02-09 5:00,2022-02-09 5:00,Educational,10,Assault,Agincourt South-Malvern West
GO-2022262025,D54,2021-06-18 5:00,2022-02-09 5:00,Apartment,14,Sexual Violation,Taylor-Massey
GO-2022262122,D22,2022-02-09 5:00,2022-02-09 5:00,House,11,Sexual Violation,Markland Wood
